source_article,source_role,candidate_lesson,candidate_role,score,shared_primary_concept,shared_secondary_concepts,shared_skills,search_intent_similarity,main_content_similarity,current_link_exists,current_link_location,recommended_relationship,recommended_placement,reasoning,confidence
"/subjects/math/calculus/integration-techniques/","quick-answer","/subjects/math/calculus/integrals/review/","textbook-lesson","8","integral","","","0.333","0.333","true","contextual-body","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.33), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/integration-techniques/","quick-answer","/subjects/math/calculus/integration-applications/review/","textbook-lesson","8","integral","","","0.333","0.333","true","contextual-body","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.33), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/integration-techniques/improper-integrals/","quick-answer","/subjects/math/calculus/sequences-and-series/limits-of-sequences/","textbook-lesson","8","limit","","","0.286","0.286","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.29), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/integration-techniques/improper-integrals/","quick-answer","/subjects/math/calculus/derivative-applications/medication-concentration/","textbook-lesson","8","limit","","","0.222","0.222","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.22), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/integration-techniques/improper-integrals/","quick-answer","/subjects/math/calculus/sequences-and-series/limit-comparison-test/","textbook-lesson","8","limit","","","0.200","0.200","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.20), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/integration-techniques/integration-by-parts-strategy/","decision-guide","/subjects/math/calculus/integrals/integration-by-parts/","textbook-lesson","10","integration-by-parts","","","0.357","0.357","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.36), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/integration-techniques/integration-by-parts-strategy/","decision-guide","/subjects/math/calculus/integrals/integration-strategy/","textbook-lesson","4","","","","0.235","0.235","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.24), and complementary roles.","medium-confidence-inferred"
"/subjects/math/calculus/integration-techniques/integration-by-parts-strategy/","decision-guide","/subjects/math/calculus/limits-continuity/unit/limits/limit-laws/","textbook-lesson","4","","","","0.222","0.222","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.22), and complementary roles.","medium-confidence-inferred"
"/subjects/math/calculus/integration-techniques/partial-fractions/","decision-guide","/subjects/math/calculus/integrals/partial-fractions/","textbook-lesson","10","integral","","","0.500","0.500","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.50), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/integration-techniques/partial-fractions/","decision-guide","/subjects/math/calculus/integrals/accumulation-functions/","textbook-lesson","8","integral","","","0.250","0.250","true","contextual-body","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.25), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/integration-techniques/partial-fractions/","decision-guide","/subjects/math/calculus/integrals/cumulative-practice/","textbook-lesson","8","integral","","","0.250","0.250","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.25), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/integration-techniques/trigonometric-integrals/","decision-guide","/subjects/math/calculus/integrals/rates-to-total-change/","textbook-lesson","8","integral","","","0.294","0.294","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.29), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/integration-techniques/trigonometric-integrals/","decision-guide","/subjects/math/calculus/integrals/trigonometric-integrals/","textbook-lesson","8","integral","","","0.286","0.286","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.29), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/integration-techniques/trigonometric-integrals/","decision-guide","/subjects/math/calculus/integrals/trigonometric-substitution/","textbook-lesson","8","integral","","","0.286","0.286","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.29), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/integration-techniques/trigonometric-substitution/","decision-guide","/subjects/math/calculus/integrals/trigonometric-substitution/","textbook-lesson","10","integral","","","0.500","0.500","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.50), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/integration-techniques/trigonometric-substitution/","decision-guide","/subjects/math/calculus/integrals/trigonometric-integrals/","textbook-lesson","10","integral","","","0.364","0.364","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.36), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/integration-techniques/trigonometric-substitution/","decision-guide","/subjects/math/calculus/sequences-and-series/integral-test/","textbook-lesson","10","integral","","","0.364","0.364","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.36), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/integration-techniques/u-substitution/","decision-guide","/subjects/math/calculus/integrals/substitution/","textbook-lesson","10","chain-rule","","","0.500","0.500","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.50), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/integration-techniques/u-substitution/","decision-guide","/subjects/math/calculus/derivatives/chain-rule-basic/","textbook-lesson","10","chain-rule","","","0.417","0.417","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.42), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/integration-techniques/u-substitution/","decision-guide","/subjects/math/calculus/derivatives/advanced-chain-rule-linear-maps/","textbook-lesson","10","chain-rule","","","0.375","0.375","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.38), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/limits-continuity/continuity-at-a-point/","method-guide","/subjects/math/calculus/limits-continuity/unit/continuity/continuity-at-a-point/","textbook-lesson","10","continuity","","","0.667","0.667","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.67), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/limits-continuity/continuity-at-a-point/","method-guide","/subjects/math/calculus/limits-continuity/unit/limits/what-a-limit-means/","textbook-lesson","10","continuity","","","0.455","0.455","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.45), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/limits-continuity/continuity-at-a-point/","method-guide","/subjects/math/calculus/limits-continuity/unit/limits/zero-over-zero/","textbook-lesson","10","continuity","","","0.385","0.385","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.38), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/limits-continuity/evaluating-indeterminate-limits/","quick-answer","/subjects/math/calculus/limits-continuity/unit/limits/disprove-limit-epsilon-delta/","textbook-lesson","10","continuity","","","0.500","0.500","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.50), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/limits-continuity/evaluating-indeterminate-limits/","quick-answer","/subjects/math/calculus/limits-continuity/unit/limits/limit-laws/","textbook-lesson","10","continuity","","","0.462","0.462","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.46), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/limits-continuity/evaluating-indeterminate-limits/","quick-answer","/subjects/math/calculus/limits-continuity/unit/continuity/repair-removable-discontinuity/","textbook-lesson","10","continuity","","","0.385","0.385","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.38), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/limits-continuity/infinite-limits-and-asymptotes/","method-guide","/subjects/math/calculus/limits-continuity/unit/limits/infinite-behavior-review/","textbook-lesson","10","continuity","","","0.778","0.778","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.78), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/limits-continuity/infinite-limits-and-asymptotes/","method-guide","/subjects/math/calculus/limits-continuity/unit/limits/infinite-behavior-practice/","textbook-lesson","10","continuity","","","0.600","0.600","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.60), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/limits-continuity/infinite-limits-and-asymptotes/","method-guide","/subjects/math/calculus/limits-continuity/unit/limits/limits-at-infinity/","textbook-lesson","10","continuity","","","0.545","0.545","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.55), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/limits-continuity/limit-of-sin-x-over-x/","quick-answer","/subjects/math/calculus/limits-continuity/unit/limits/sin-x-over-x-proof/","textbook-lesson","10","continuity","","","0.500","0.500","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.50), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/limits-continuity/limit-of-sin-x-over-x/","quick-answer","/subjects/math/calculus/limits-continuity/unit/limits/sin-x-over-x/","textbook-lesson","10","continuity","","","0.467","0.467","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.47), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/limits-continuity/limit-of-sin-x-over-x/","quick-answer","/subjects/math/calculus/limits-continuity/unit/limits/disprove-limit-epsilon-delta/","textbook-lesson","8","continuity","","","0.278","0.278","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.28), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/limits-continuity/one-sided-limits-and-jump-discontinuities/","method-guide","/subjects/math/calculus/limits-continuity/unit/limits/one-sided-limits/","textbook-lesson","10","continuity","","","0.538","0.538","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.54), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/limits-continuity/one-sided-limits-and-jump-discontinuities/","method-guide","/subjects/math/calculus/limits-continuity/unit/limits/vertical-asymptotes/","textbook-lesson","10","continuity","","","0.462","0.462","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.46), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/limits-continuity/one-sided-limits-and-jump-discontinuities/","method-guide","/subjects/math/calculus/limits-continuity/unit/limits/cumulative-practice/","textbook-lesson","10","continuity","","","0.455","0.455","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.45), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/limits-continuity/squeeze-theorem/","quick-answer","/subjects/math/calculus/limits-continuity/unit/limits/squeeze-theorem/","textbook-lesson","10","continuity","","","0.545","0.545","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.55), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/limits-continuity/squeeze-theorem/","quick-answer","/subjects/math/calculus/limits-continuity/unit/limits/limit-laws/","textbook-lesson","10","continuity","","","0.500","0.500","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.50), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/limits-continuity/squeeze-theorem/","quick-answer","/subjects/math/calculus/limits-continuity/unit/continuity/repair-removable-discontinuity/","textbook-lesson","8","continuity","","","0.333","0.333","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.33), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/limits-continuity/unit/","decision-guide","/subjects/math/calculus/limits-continuity/unit/limits/cumulative-practice/","textbook-lesson","10","continuity","","","0.556","0.556","true","contextual-body","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.56), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/limits-continuity/unit/","decision-guide","/subjects/math/calculus/limits-continuity/unit/limits/unit-review/","textbook-lesson","10","continuity","","","0.556","0.556","true","contextual-body","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.56), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/limits-continuity/unit/","decision-guide","/subjects/math/calculus/limits-continuity/unit/limits/infinite-behavior-practice/","textbook-lesson","10","continuity","","","0.500","0.500","true","contextual-body","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.50), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/limits-continuity/unit/limits/cosine-limits/","decision-guide","/subjects/math/calculus/limits-continuity/unit/limits/cumulative-practice/","textbook-lesson","10","continuity","","","0.500","0.500","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.50), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/limits-continuity/unit/limits/cosine-limits/","decision-guide","/subjects/math/calculus/limits-continuity/unit/limits/unit-review/","textbook-lesson","10","continuity","","","0.500","0.500","true","footer","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.50), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/limits-continuity/unit/limits/cosine-limits/","decision-guide","/subjects/math/calculus/limits-continuity/unit/limits/infinite-behavior-practice/","textbook-lesson","10","continuity","","","0.455","0.455","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.45), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/limits-continuity/unit/limits/infinite-limits/","decision-guide","/subjects/math/calculus/limits-continuity/unit/limits/infinite-behavior-concept-quiz/","textbook-lesson","10","continuity","","","0.625","0.625","true","footer","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.63), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/limits-continuity/unit/limits/infinite-limits/","decision-guide","/subjects/math/calculus/limits-continuity/unit/limits/infinite-behavior-practice/","textbook-lesson","10","continuity","","","0.556","0.556","true","footer","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.56), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/limits-continuity/unit/limits/infinite-limits/","decision-guide","/subjects/math/calculus/limits-continuity/unit/limits/infinite-behavior-review/","textbook-lesson","10","continuity","","","0.556","0.556","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.56), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/limits-continuity/unit/limits/trig-limit-decision-guide/","decision-guide","/subjects/math/calculus/limits-continuity/unit/limits/notation-guide/","textbook-lesson","10","continuity","","","0.625","0.625","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.63), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/limits-continuity/unit/limits/trig-limit-decision-guide/","decision-guide","/subjects/math/calculus/limits-continuity/unit/limits/finite-limit-decision-tree/","textbook-lesson","10","continuity","","","0.556","0.556","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.56), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/limits-continuity/unit/limits/trig-limit-decision-guide/","decision-guide","/subjects/math/calculus/limits-continuity/unit/limits/meaning-review/","textbook-lesson","10","continuity","","","0.444","0.444","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.44), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/limits-continuity/unit/limits/trig-limits-concept-quiz/","decision-guide","/subjects/math/calculus/limits-continuity/unit/limits/finite-limits-concept-quiz/","textbook-lesson","10","continuity","","","0.750","0.750","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.75), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/limits-continuity/unit/limits/trig-limits-concept-quiz/","decision-guide","/subjects/math/calculus/limits-continuity/unit/limits/infinite-behavior-concept-quiz/","textbook-lesson","10","continuity","","","0.750","0.750","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.75), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/limits-continuity/unit/limits/trig-limits-concept-quiz/","decision-guide","/subjects/math/calculus/limits-continuity/unit/continuity/continuity-concept-quiz/","textbook-lesson","10","continuity","","","0.714","0.714","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.71), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/limits-continuity/unit/limits/trig-limits-practice/","decision-guide","/subjects/math/calculus/limits-continuity/unit/limits/finite-limits-practice/","textbook-lesson","10","continuity","","","0.750","0.750","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.75), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/limits-continuity/unit/limits/trig-limits-practice/","decision-guide","/subjects/math/calculus/limits-continuity/unit/limits/meaning-practice/","textbook-lesson","10","continuity","","","0.750","0.750","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.75), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/limits-continuity/unit/limits/trig-limits-practice/","decision-guide","/subjects/math/calculus/limits-continuity/unit/continuity/continuity-practice/","textbook-lesson","10","continuity","","","0.556","0.556","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.56), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/limits-continuity/unit/limits/trig-limits-review/","decision-guide","/subjects/math/calculus/limits-continuity/unit/limits/unit-review/","textbook-lesson","10","continuity","","","0.667","0.667","true","footer","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.67), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/limits-continuity/unit/limits/trig-limits-review/","decision-guide","/subjects/math/calculus/limits-continuity/unit/limits/infinite-behavior-review/","textbook-lesson","10","continuity","","","0.600","0.600","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.60), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/limits-continuity/unit/limits/trig-limits-review/","decision-guide","/subjects/math/calculus/limits-continuity/unit/continuity/continuity-review/","textbook-lesson","10","continuity","","","0.556","0.556","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.56), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/sequences-series/harmonic-series-diverges/","quick-answer","/subjects/math/calculus/sequences-and-series/harmonic-and-p-series/","textbook-lesson","10","harmonic-series","","","0.417","0.417","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.42), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/sequences-series/harmonic-series-diverges/","quick-answer","/subjects/math/calculus/power-series-and-taylor-series/binomial-series/","textbook-lesson","4","","","","0.333","0.333","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.33), and complementary roles.","medium-confidence-inferred"
"/subjects/math/calculus/sequences-series/harmonic-series-diverges/","quick-answer","/subjects/math/calculus/limits-continuity/unit/limits/squeeze-theorem/","textbook-lesson","4","","","","0.273","0.273","false","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (false), lexical similarity (0.27), and complementary roles.","medium-confidence-inferred"
"/subjects/math/calculus/sequences-series/ratio-test-vs-root-test/","decision-guide","/subjects/math/calculus/sequences-and-series/ratio-test/","textbook-lesson","10","sequence","","","0.429","0.429","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.43), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/sequences-series/ratio-test-vs-root-test/","decision-guide","/subjects/math/calculus/sequences-and-series/root-test/","textbook-lesson","10","sequence","","","0.429","0.429","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.43), and complementary roles.","high-confidence-inferred"
"/subjects/math/calculus/sequences-series/ratio-test-vs-root-test/","decision-guide","/subjects/math/calculus/sequences-and-series/direct-comparison-test/","textbook-lesson","8","sequence","","","0.313","0.313","false","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Heuristic score combines concept match (true), lexical similarity (0.31), and complementary roles.","high-confidence-inferred"
