lesson,companion,companion_role,confidence
"/subjects/math/calculus/derivatives/higher-derivatives/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/higher-derivatives/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/implicit-differentiation/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/implicit-differentiation/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/implicit-differentiation/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/implicit-differentiation/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/implicit-differentiation/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/implicit-inverse-concept-quiz/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/implicit-inverse-concept-quiz/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/implicit-inverse-concept-quiz/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/implicit-inverse-concept-quiz/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/implicit-inverse-concept-quiz/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/implicit-inverse-review/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/implicit-inverse-review/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/implicit-inverse-review/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/implicit-inverse-review/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/implicit-inverse-review/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/implicit-second-derivative/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/implicit-second-derivative/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/implicit-second-derivative/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/implicit-second-derivative/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/implicit-second-derivative/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/implicit-tangent-lines/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/implicit-tangent-lines/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/implicit-tangent-lines/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/implicit-tangent-lines/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/implicit-tangent-lines/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/inverse-function-rule/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/inverse-function-rule/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/inverse-function-rule/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/inverse-function-rule/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/inverse-function-rule/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/inverse-trig/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/inverse-trig/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/inverse-trig/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/inverse-trig/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/inverse-trig/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/logarithmic-differentiation/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/logarithmic-differentiation/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/logarithmic-differentiation/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/logarithmic-differentiation/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/logarithmic-differentiation/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/multiple-chain-layers/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/multiple-chain-layers/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/multiple-chain-layers/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/multiple-chain-layers/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/multiple-chain-layers/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/natural-log/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/natural-log/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/natural-log/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/natural-log/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/natural-log/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/negative-fractional-powers/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/negative-fractional-powers/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/negative-fractional-powers/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/negative-fractional-powers/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/negative-fractional-powers/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/notation-and-units/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/notation-and-units/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/notation-and-units/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/notation-and-units/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/notation-and-units/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/notation-guide/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/notation-guide/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/notation-guide/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/notation-guide/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/notation-guide/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/other-trig-functions/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/other-trig-functions/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/other-trig-functions/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/other-trig-functions/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/other-trig-functions/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/power-rule/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/power-rule/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/power-rule/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/power-rule/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/power-rule/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/practice-exam-a-answer-key/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/practice-exam-a-answer-key/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/practice-exam-a-answer-key/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/practice-exam-a-answer-key/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/practice-exam-a-answer-key/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/practice-exam-b-answer-key/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/practice-exam-b-answer-key/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/practice-exam-b-answer-key/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/practice-exam-b-answer-key/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/practice-exam-b-answer-key/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/prerequisite-diagnostic/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/prerequisite-diagnostic/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/prerequisite-diagnostic/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/prerequisite-diagnostic/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/prerequisite-diagnostic/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/product-rule/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/product-rule/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/product-rule/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/product-rule/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/product-rule/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/quotient-rule/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/quotient-rule/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/quotient-rule/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/quotient-rule/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/quotient-rule/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/rule-selection/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/rule-selection/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/rule-selection/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/rule-selection/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/rule-selection/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/sine-and-cosine/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/sine-and-cosine/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/sine-and-cosine/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/sine-and-cosine/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/sine-and-cosine/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/special-functions-concept-quiz/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/special-functions-concept-quiz/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/special-functions-concept-quiz/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/special-functions-concept-quiz/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/special-functions-concept-quiz/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/special-functions-review/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/special-functions-review/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/special-functions-review/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/special-functions-review/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/special-functions-review/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/sum-and-constant-multiple-rules/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/sum-and-constant-multiple-rules/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/sum-and-constant-multiple-rules/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/sum-and-constant-multiple-rules/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/sum-and-constant-multiple-rules/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/tangent-line-equation/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/tangent-line-equation/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/tangent-line-equation/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/tangent-line-equation/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/tangent-line-equation/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-common-errors/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-common-errors/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-common-errors/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-common-errors/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-common-errors/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-cumulative-practice/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-cumulative-practice/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-cumulative-practice/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-cumulative-practice/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-cumulative-practice/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-practice-exam-a/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-practice-exam-a/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-practice-exam-a/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-practice-exam-a/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-practice-exam-a/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-practice-exam-b/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-practice-exam-b/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-practice-exam-b/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-practice-exam-b/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-practice-exam-b/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-reference/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-reference/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-reference/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-reference/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-reference/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-review/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-review/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-review/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-review/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-review/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/variable-exponents/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/variable-exponents/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/variable-exponents/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/variable-exponents/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/variable-exponents/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/what-does-derivative-mean/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/what-does-derivative-mean/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/what-does-derivative-mean/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/what-does-derivative-mean/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/what-does-derivative-mean/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/what-implicit-means/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/what-implicit-means/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/what-implicit-means/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/what-implicit-means/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/what-implicit-means/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/why-derivative-rules-work/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/why-derivative-rules-work/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/why-derivative-rules-work/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/why-derivative-rules-work/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/why-derivative-rules-work/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/integrals/accumulation-functions/","/glossary/math/definite-integral/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/integrals/accumulation-functions/","/glossary/math/improper-integral/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/integrals/accumulation-functions/","/subjects/math/calculus/visuals/riemann-sum-progression/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/integrals/accumulation-functions/","/tools/math/calculus/integration-method-finder/","tool","high-confidence-inferred"
"/subjects/math/calculus/integrals/antiderivatives/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/integrals/antiderivatives/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/integrals/antiderivatives/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/integrals/antiderivatives/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/integrals/antiderivatives/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/integrals/average-value-of-a-function/","/glossary/math/definite-integral/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/integrals/average-value-of-a-function/","/glossary/math/improper-integral/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/integrals/average-value-of-a-function/","/subjects/math/calculus/visuals/riemann-sum-progression/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/integrals/average-value-of-a-function/","/tools/math/calculus/integration-method-finder/","tool","high-confidence-inferred"
"/subjects/math/calculus/integrals/basic-antiderivative-rules/","/glossary/math/antiderivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/integrals/basic-antiderivative-rules/","/glossary/math/derivative/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/integrals/basic-antiderivative-rules/","/glossary/math/implicit-differentiation/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/integrals/basic-antiderivative-rules/","/subjects/math/calculus/formula-sheets/derivative-rules/","formula-sheet","high-confidence-inferred"
"/subjects/math/calculus/integrals/basic-antiderivative-rules/","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/integrals/common-errors/","/glossary/math/definite-integral/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/integrals/common-errors/","/glossary/math/improper-integral/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/integrals/common-errors/","/subjects/math/calculus/visuals/riemann-sum-progression/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/integrals/common-errors/","/tools/math/calculus/integration-method-finder/","tool","high-confidence-inferred"
"/subjects/math/calculus/integrals/cumulative-practice/","/glossary/math/definite-integral/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/integrals/cumulative-practice/","/glossary/math/improper-integral/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/integrals/cumulative-practice/","/subjects/math/calculus/visuals/riemann-sum-progression/","visual-guide","high-confidence-inferred"
"/subjects/math/calculus/integrals/cumulative-practice/","/tools/math/calculus/integration-method-finder/","tool","high-confidence-inferred"
"/subjects/math/calculus/integrals/definite-integral-signed-area/","/glossary/math/definite-integral/","glossary-term","high-confidence-inferred"
"/subjects/math/calculus/integrals/definite-integral-signed-area/","/glossary/math/improper-integral/","glossary-term","high-confidence-inferred"
