exercise_id,lesson_id,unit,sequence,prompt,answer_guidance
P11.9-E02,P11.9,P11,2,Normalize a nonzero vector.,"Use the method developed in the lesson: Compute magnitude first, verify it is nonzero, divide components, and check that the resulting unit vector has magnitude one. Verify all conditions and state the final result in the requested representation."
P11.9-E03,P11.9,P11,3,Resolve a vector into directions parallel and perpendicular to a slope.,"Use the method developed in the lesson: Compute magnitude first, verify it is nonzero, divide components, and check that the resulting unit vector has magnitude one. Verify all conditions and state the final result in the requested representation."
P11.9-E04,P11.9,P11,4,Interpret scalar multiplication including negative scalars.,"Use the method developed in the lesson: Compute magnitude first, verify it is nonzero, divide components, and check that the resulting unit vector has magnitude one. Verify all conditions and state the final result in the requested representation."
P11.9-E05,P11.9,P11,5,"State the defining idea behind vector operations, magnitude, direction, and unit vectors in one precise sentence.",Scalar multiplication changes vector magnitude and may reverse direction. A unit vector has magnitude one and records direction alone.
P11.9-E06,P11.9,P11,6,What condition or domain restriction must remain visible in the solution?,Perpendicular or nonstandard component directions require projection or a system rather than simple x-y reading.
P11.9-E07,P11.9,P11,7,Describe the most likely incorrect first step and explain why it fails.,A common error is dividing by the squared magnitude or attempting to normalize the zero vector.
P11.9-E08,P11.9,P11,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P11.9-E09,P11.9,P11,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P11.9-E10,P11.9,P11,10,Explain how this lesson's idea will be used later in the course.,The next lesson uses the dot product to measure directional alignment and projection.
P11.10-E01,P11.10,P11,1,"Project <6,2> onto <1,1>.","Vector projection <4,4>."
P11.10-E02,P11.10,P11,2,Test whether two vectors are perpendicular.,"Use the method developed in the lesson: Compute the dot product and magnitudes, solve for the angle with a clamped cosine ratio when using numerical data, and state whether a scalar or vector projection is requested. Verify all conditions and state the final result in the requested representation."
P11.10-E03,P11.10,P11,3,Find scalar and vector projection.,"Use the method developed in the lesson: Compute the dot product and magnitudes, solve for the angle with a clamped cosine ratio when using numerical data, and state whether a scalar or vector projection is requested. Verify all conditions and state the final result in the requested representation."
P11.10-E04,P11.10,P11,4,Interpret work as force projected along displacement.,"Use the method developed in the lesson: Compute the dot product and magnitudes, solve for the angle with a clamped cosine ratio when using numerical data, and state whether a scalar or vector projection is requested. Verify all conditions and state the final result in the requested representation."
P11.10-E05,P11.10,P11,5,"State the defining idea behind dot product, angles, and projection in one precise sentence.",The dot product u·v equals the sum of component products and also equals ||u||||v||cos theta.
P11.10-E06,P11.10,P11,6,What condition or domain restriction must remain visible in the solution?,"The angle formula requires nonzero vectors. Rounding can push a computed cosine slightly outside [-1,1], requiring numerical care."
P11.10-E07,P11.10,P11,7,Describe the most likely incorrect first step and explain why it fails.,A common error is dividing the vector projection by ||v|| instead of ||v|| squared.
P11.10-E08,P11.10,P11,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P11.10-E09,P11.10,P11,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P11.10-E10,P11.10,P11,10,Explain how this lesson's idea will be used later in the course.,The next unit studies conic curves defined by distance relationships in the plane.
P12.1-E01,P12.1,P12,1,"Write the circle centered at (4,-1) through (1,3).",(x-4)^2+(y+1)^2=25.
P12.1-E02,P12.1,P12,2,Derive a circle from the distance formula.,"Use the method developed in the lesson: Identify the distance condition, write the equation before expanding, and use systems with x=0 or y=0 to find intercepts. Verify all conditions and state the final result in the requested representation."
P12.1-E03,P12.1,P12,3,Complete squares to identify center and radius.,"Use the method developed in the lesson: Identify the distance condition, write the equation before expanding, and use systems with x=0 or y=0 to find intercepts. Verify all conditions and state the final result in the requested representation."
P12.1-E04,P12.1,P12,4,"Classify point, empty, and ordinary circle cases.","Use the method developed in the lesson: Identify the distance condition, write the equation before expanding, and use systems with x=0 or y=0 to find intercepts. Verify all conditions and state the final result in the requested representation."
P12.1-E05,P12.1,P12,5,State the defining idea behind conics as loci and the circle foundation in one precise sentence.,"A locus is the set of all points satisfying a geometric condition. A circle is the locus of points at a fixed distance r from a center (h,k)."
P12.1-E06,P12.1,P12,6,What condition or domain restriction must remain visible in the solution?,"The radius must be nonnegative. A negative squared-radius value produces no real points, while radius zero produces one point."
P12.1-E07,P12.1,P12,7,Describe the most likely incorrect first step and explain why it fails.,A common error is to forget that the center coordinates appear with opposite signs inside the squared factors.
P12.1-E08,P12.1,P12,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P12.1-E09,P12.1,P12,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P12.1-E10,P12.1,P12,10,Explain how this lesson's idea will be used later in the course.,The next lesson replaces fixed distance to a point with equal distances to a focus and a line.
P12.2-E01,P12.2,P12,1,"For (y+2)^2=-8(x-1), find vertex, focus, and directrix.","Vertex (1,-2), p=-2, focus (-1,-2), directrix x=3."
P12.2-E02,P12.2,P12,2,Derive (x-h)^2=4p(y-k).,"Use the method developed in the lesson: Identify orientation, place the vertex halfway between focus and directrix, write the standard form, and verify one point using the distance condition. Verify all conditions and state the final result in the requested representation."
P12.2-E03,P12.2,P12,3,Find focus and directrix from a standard equation.,"Use the method developed in the lesson: Identify orientation, place the vertex halfway between focus and directrix, write the standard form, and verify one point using the distance condition. Verify all conditions and state the final result in the requested representation."
P12.2-E04,P12.2,P12,4,Model a reflector from width and depth.,"Use the method developed in the lesson: Identify orientation, place the vertex halfway between focus and directrix, write the standard form, and verify one point using the distance condition. Verify all conditions and state the final result in the requested representation."
P12.2-E05,P12.2,P12,5,State the defining idea behind parabolas from focus and directrix in one precise sentence.,A parabola is the locus of points equidistant from a focus and a directrix.
P12.2-E06,P12.2,P12,6,What condition or domain restriction must remain visible in the solution?,"A parabola may be a function of x or y depending on orientation, but the conic definition itself is coordinate-independent."
P12.2-E07,P12.2,P12,7,Describe the most likely incorrect first step and explain why it fails.,A common error is to use p rather than 4p as the coefficient or to place the directrix on the same side as the focus.
P12.2-E08,P12.2,P12,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P12.2-E09,P12.2,P12,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P12.2-E10,P12.2,P12,10,Explain how this lesson's idea will be used later in the course.,"The next lesson studies the constant-sum-of-distances conic, the ellipse."
P12.3-E01,P12.3,P12,1,Find foci of x^2/36+y^2/20=1.,"(±4,0)."
P12.3-E02,P12.3,P12,2,Derive c^2=a^2-b^2.,"Use the method developed in the lesson: Read center and denominators, determine orientation, calculate c, and list vertices, covertices, foci, and axis lengths. Verify all conditions and state the final result in the requested representation."
P12.3-E03,P12.3,P12,3,"Read vertices, covertices, and foci.","Use the method developed in the lesson: Read center and denominators, determine orientation, calculate c, and list vertices, covertices, foci, and axis lengths. Verify all conditions and state the final result in the requested representation."
P12.3-E04,P12.3,P12,4,Build an ellipse from geometric data.,"Use the method developed in the lesson: Read center and denominators, determine orientation, calculate c, and list vertices, covertices, foci, and axis lengths. Verify all conditions and state the final result in the requested representation."
P12.3-E05,P12.3,P12,5,State the defining idea behind ellipses in one precise sentence.,An ellipse is the locus of points whose distances to two foci have a constant sum 2a.
P12.3-E06,P12.3,P12,6,What condition or domain restriction must remain visible in the solution?,The standard equation assumes positive denominators and right side 1. Translated forms require center shifts before features are read.
P12.3-E07,P12.3,P12,7,Describe the most likely incorrect first step and explain why it fails.,A common error is placing the foci using b instead of c or assuming the larger denominator always belongs under x.
P12.3-E08,P12.3,P12,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P12.3-E09,P12.3,P12,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P12.3-E10,P12.3,P12,10,Explain how this lesson's idea will be used later in the course.,The next lesson changes the focal condition from a sum to an absolute difference.
P12.4-E01,P12.4,P12,1,Find vertices and asymptotes of y^2/25-x^2/9=1.,"Vertices (0,±5); asymptotes y=±(5/3)x."
P12.4-E02,P12.4,P12,2,Derive c^2=a^2+b^2.,"Use the method developed in the lesson: Determine center and orientation, locate vertices, compute c, draw the fundamental rectangle, and sketch branches approaching the asymptotes. Verify all conditions and state the final result in the requested representation."
P12.4-E03,P12.4,P12,3,Read transverse and conjugate axes.,"Use the method developed in the lesson: Determine center and orientation, locate vertices, compute c, draw the fundamental rectangle, and sketch branches approaching the asymptotes. Verify all conditions and state the final result in the requested representation."
P12.4-E04,P12.4,P12,4,Construct asymptotes using the fundamental rectangle.,"Use the method developed in the lesson: Determine center and orientation, locate vertices, compute c, draw the fundamental rectangle, and sketch branches approaching the asymptotes. Verify all conditions and state the final result in the requested representation."
P12.4-E05,P12.4,P12,5,State the defining idea behind hyperbolas in one precise sentence.,A hyperbola is the locus of points whose absolute difference of distances to two foci is constant 2a.
P12.4-E06,P12.4,P12,6,What condition or domain restriction must remain visible in the solution?,The two branches are separate components of one relation. The asymptotes guide end behavior but are not part of the hyperbola.
P12.4-E07,P12.4,P12,7,Describe the most likely incorrect first step and explain why it fails.,A common error is using the ellipse relation c^2=a^2-b^2 or orienting the branches by the larger denominator rather than the positive term.
P12.4-E08,P12.4,P12,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P12.4-E09,P12.4,P12,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P12.4-E10,P12.4,P12,10,Explain how this lesson's idea will be used later in the course.,The next lesson develops the algebraic technique used to reveal translated conic forms.
P12.5-E01,P12.5,P12,1,Put x^2-4x-y^2-6y=12 in standard form.,(x-2)^2-(y+3)^2=7.
P12.5-E02,P12.5,P12,2,Complete squares while balancing both sides.,"Use the method developed in the lesson: Collect x and y terms, move constants, factor leading coefficients, complete each square, combine constants, and normalize the right side when needed. Verify all conditions and state the final result in the requested representation."
P12.5-E03,P12.5,P12,3,Factor coefficients before completing.,"Use the method developed in the lesson: Collect x and y terms, move constants, factor leading coefficients, complete each square, combine constants, and normalize the right side when needed. Verify all conditions and state the final result in the requested representation."
P12.5-E04,P12.5,P12,4,Identify an impossible or degenerate result.,"Use the method developed in the lesson: Collect x and y terms, move constants, factor leading coefficients, complete each square, combine constants, and normalize the right side when needed. Verify all conditions and state the final result in the requested representation."
P12.5-E05,P12.5,P12,5,State the defining idea behind completing squares in two variables in one precise sentence.,"Completing the square rewrites quadratic expressions so translated centers, vertices, and axes become visible."
P12.5-E06,P12.5,P12,6,What condition or domain restriction must remain visible in the solution?,"If a squared coefficient is negative, factoring changes the sign of the completion constant and must be tracked carefully."
P12.5-E07,P12.5,P12,7,Describe the most likely incorrect first step and explain why it fails.,A common error is adding a completion term inside a factored group without multiplying its contribution correctly on the other side.
P12.5-E08,P12.5,P12,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P12.5-E09,P12.5,P12,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P12.5-E10,P12.5,P12,10,Explain how this lesson's idea will be used later in the course.,The next lesson classifies and interprets translated conics in general equations.
P12.6-E01,P12.6,P12,1,What conic type is suggested by opposite-sign squared terms?,"A hyperbola, unless the equation degenerates."
P12.6-E02,P12.6,P12,2,Use coefficient signs to narrow classification.,"Use the method developed in the lesson: Use coefficient signs only as an initial classifier, then complete squares and inspect the normalized result before asserting a real nondegenerate graph. Verify all conditions and state the final result in the requested representation."
P12.6-E03,P12.6,P12,3,Distinguish graph orientation from denominator size.,"Use the method developed in the lesson: Use coefficient signs only as an initial classifier, then complete squares and inspect the normalized result before asserting a real nondegenerate graph. Verify all conditions and state the final result in the requested representation."
P12.6-E04,P12.6,P12,4,Build a general equation from geometric features.,"Use the method developed in the lesson: Use coefficient signs only as an initial classifier, then complete squares and inspect the normalized result before asserting a real nondegenerate graph. Verify all conditions and state the final result in the requested representation."
P12.6-E05,P12.6,P12,5,State the defining idea behind translated conics and general equations in one precise sentence.,A translated conic equation can be classified from the signs and relative coefficients of its squared terms after rotation-free standardization.
P12.6-E06,P12.6,P12,6,What condition or domain restriction must remain visible in the solution?,Cross terms xy indicate a rotated conic and lie outside the main computational spine unless a rotation analysis is explicitly introduced.
P12.6-E07,P12.6,P12,7,Describe the most likely incorrect first step and explain why it fails.,A common error is classifying solely from the larger coefficient or denominator while ignoring sign and normalization.
P12.6-E08,P12.6,P12,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P12.6-E09,P12.6,P12,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P12.6-E10,P12.6,P12,10,Explain how this lesson's idea will be used later in the course.,The next lesson studies what happens when a quadratic relation collapses into simpler sets.
P12.7-E01,P12.7,P12,1,Graph x^2-y^2=0.,The pair of lines y=x and y=-x.
P12.7-E02,P12.7,P12,2,Classify x^2-y^2=0.,"Use the method developed in the lesson: Convert to a transparent form, determine whether real points exist, and describe every component of the solution set. Verify all conditions and state the final result in the requested representation."
P12.7-E03,P12.7,P12,3,Determine when a circle equation has no real points.,"Use the method developed in the lesson: Convert to a transparent form, determine whether real points exist, and describe every component of the solution set. Verify all conditions and state the final result in the requested representation."
P12.7-E04,P12.7,P12,4,Compare a degenerate parabola-like equation with a line.,"Use the method developed in the lesson: Convert to a transparent form, determine whether real points exist, and describe every component of the solution set. Verify all conditions and state the final result in the requested representation."
P12.7-E05,P12.7,P12,5,State the defining idea behind degenerate conics and classification in one precise sentence.,"A degenerate conic occurs when the usual conic equation collapses into a point, line, pair of lines, or empty set."
P12.7-E06,P12.7,P12,6,What condition or domain restriction must remain visible in the solution?,"Classification should refer to the actual locus, not merely the pattern of squared terms before constants are considered."
P12.7-E07,P12.7,P12,7,Describe the most likely incorrect first step and explain why it fails.,A common error is forcing every quadratic equation into the name of a nondegenerate conic.
P12.7-E08,P12.7,P12,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P12.7-E09,P12.7,P12,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P12.7-E10,P12.7,P12,10,Explain how this lesson's idea will be used later in the course.,The next lesson unifies conics through eccentricity and focus-directrix ratios.
P12.8-E01,P12.8,P12,1,Classify a conic with eccentricity 1.4.,Hyperbola.
P12.8-E02,P12.8,P12,2,Relate e=c/a for ellipses and hyperbolas.,"Use the method developed in the lesson: Write the focus-directrix distance equation, square carefully, and compare the resulting standard form or compute e from known a and c. Verify all conditions and state the final result in the requested representation."
P12.8-E03,P12.8,P12,3,Show e=1 produces a parabola.,"Use the method developed in the lesson: Write the focus-directrix distance equation, square carefully, and compare the resulting standard form or compute e from known a and c. Verify all conditions and state the final result in the requested representation."
P12.8-E04,P12.8,P12,4,Compare shapes as eccentricity changes.,"Use the method developed in the lesson: Write the focus-directrix distance equation, square carefully, and compare the resulting standard form or compute e from known a and c. Verify all conditions and state the final result in the requested representation."
P12.8-E05,P12.8,P12,5,State the defining idea behind eccentricity and unified conic structure in one precise sentence.,Eccentricity e compares a point’s distance to a focus with its distance to a directrix.
P12.8-E06,P12.8,P12,6,What condition or domain restriction must remain visible in the solution?,Eccentricity is nonnegative and geometric. Sign changes in an equation do not make eccentricity negative.
P12.8-E07,P12.8,P12,7,Describe the most likely incorrect first step and explain why it fails.,A common error is using b/a or confusing the directrix distance with the focal distance c.
P12.8-E08,P12.8,P12,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P12.8-E09,P12.8,P12,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P12.8-E10,P12.8,P12,10,Explain how this lesson's idea will be used later in the course.,The next lesson solves intersections involving conic relations.
P12.9-E01,P12.9,P12,1,How does a repeated substitution root usually appear geometrically?,As tangency at one intersection point.
P12.9-E02,P12.9,P12,2,Solve two-circle intersections by subtraction.,"Use the method developed in the lesson: Choose elimination or substitution from structure, solve the reduced equation, recover paired coordinates, and verify every point in both original relations. Verify all conditions and state the final result in the requested representation."
P12.9-E03,P12.9,P12,3,Identify tangency from a repeated root.,"Use the method developed in the lesson: Choose elimination or substitution from structure, solve the reduced equation, recover paired coordinates, and verify every point in both original relations. Verify all conditions and state the final result in the requested representation."
P12.9-E04,P12.9,P12,4,Use numerical methods for a conic-function intersection.,"Use the method developed in the lesson: Choose elimination or substitution from structure, solve the reduced equation, recover paired coordinates, and verify every point in both original relations. Verify all conditions and state the final result in the requested representation."
P12.9-E05,P12.9,P12,5,State the defining idea behind nonlinear systems involving conics in one precise sentence.,Conic systems locate points satisfying two geometric conditions at once.
P12.9-E06,P12.9,P12,6,What condition or domain restriction must remain visible in the solution?,Numerical methods may be needed for intersections with transcendental functions or high-degree substitutions.
P12.9-E07,P12.9,P12,7,Describe the most likely incorrect first step and explain why it fails.,A common error is pairing each recovered x-value with every y-value rather than preserving the correct substitution relation.
P12.9-E08,P12.9,P12,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P12.9-E09,P12.9,P12,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P12.9-E10,P12.9,P12,10,Explain how this lesson's idea will be used later in the course.,The next lesson turns conic features into practical models and critiques their assumptions.
P12.10-E01,P12.10,P12,1,Why does fitting an arch with a parabola not prove it is exactly parabolic?,"Measured structures, loading, and construction constraints can differ from the ideal model."
P12.10-E02,P12.10,P12,2,Model a whispering-gallery ellipse.,"Use the method developed in the lesson: Define coordinates around a natural center or vertex, translate physical dimensions into conic parameters, derive the equation, and test predicted dimensions. Verify all conditions and state the final result in the requested representation."
P12.10-E03,P12.10,P12,3,Fit a hyperbolic cooling-tower cross-section.,"Use the method developed in the lesson: Define coordinates around a natural center or vertex, translate physical dimensions into conic parameters, derive the equation, and test predicted dimensions. Verify all conditions and state the final result in the requested representation."
P12.10-E04,P12.10,P12,4,Explain when a real structure is only approximately conic.,"Use the method developed in the lesson: Define coordinates around a natural center or vertex, translate physical dimensions into conic parameters, derive the equation, and test predicted dimensions. Verify all conditions and state the final result in the requested representation."
P12.10-E05,P12.10,P12,5,State the defining idea behind conic models and applications in one precise sentence.,"Conic models use geometric parameters to represent reflectors, orbits, acoustic paths, arches, and cross-sections."
P12.10-E06,P12.10,P12,6,What condition or domain restriction must remain visible in the solution?,A good fit over a finite section does not prove the entire object or process is exactly conic.
P12.10-E07,P12.10,P12,7,Describe the most likely incorrect first step and explain why it fails.,A common error is choosing a conic because its picture resembles the object without checking the defining geometric property.
P12.10-E08,P12.10,P12,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P12.10-E09,P12.10,P12,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P12.10-E10,P12.10,P12,10,Explain how this lesson's idea will be used later in the course.,The next unit introduces parametric and polar systems that often describe conics and motion more naturally.
P13.1-E01,P13.1,P13,1,What changes when t is replaced by -t?,The path may remain the same while orientation reverses or changes.
P13.1-E02,P13.1,P13,2,Trace a circle parametrically.,"Use the method developed in the lesson: State the parameter interval, calculate key positions, plot in time order, and describe direction and whether endpoints are included. Verify all conditions and state the final result in the requested representation."
P13.1-E03,P13.1,P13,3,Compare the same path with reversed orientation.,"Use the method developed in the lesson: State the parameter interval, calculate key positions, plot in time order, and describe direction and whether endpoints are included. Verify all conditions and state the final result in the requested representation."
P13.1-E04,P13.1,P13,4,Interpret t as time versus a generic parameter.,"Use the method developed in the lesson: State the parameter interval, calculate key positions, plot in time order, and describe direction and whether endpoints are included. Verify all conditions and state the final result in the requested representation."
P13.1-E05,P13.1,P13,5,State the defining idea behind parametric equations and orientation in one precise sentence.,Parametric equations describe x and y as coordinated functions of a third variable t.
P13.1-E06,P13.1,P13,6,What condition or domain restriction must remain visible in the solution?,"The parameter need not be time, though time is a common and useful interpretation."
P13.1-E07,P13.1,P13,7,Describe the most likely incorrect first step and explain why it fails.,A common error is to connect points according to increasing x rather than increasing t.
P13.1-E08,P13.1,P13,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P13.1-E09,P13.1,P13,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P13.1-E10,P13.1,P13,10,Explain how this lesson's idea will be used later in the course.,The next lesson removes the parameter algebraically while tracking information that may be lost.
P13.2-E01,P13.2,P13,1,"Eliminate t from x=t^2,y=t for -1≤t≤2.",x=y^2 with -1≤y≤2.
P13.2-E02,P13.2,P13,2,"Eliminate trig parameters from x=3cos t,y=3sin t.","Use the method developed in the lesson: Eliminate t, translate the parameter interval into restrictions on x or y, and record direction separately. Verify all conditions and state the final result in the requested representation."
P13.2-E03,P13.2,P13,3,Identify a Cartesian equation that includes more than the parametric path.,"Use the method developed in the lesson: Eliminate t, translate the parameter interval into restrictions on x or y, and record direction separately. Verify all conditions and state the final result in the requested representation."
P13.2-E04,P13.2,P13,4,Recover parameter values for a given point.,"Use the method developed in the lesson: Eliminate t, translate the parameter interval into restrictions on x or y, and record direction separately. Verify all conditions and state the final result in the requested representation."
P13.2-E05,P13.2,P13,5,State the defining idea behind eliminating a parameter in one precise sentence.,Eliminating a parameter produces a Cartesian relation containing the parametric path.
P13.2-E06,P13.2,P13,6,What condition or domain restriction must remain visible in the solution?,"A parameter may not be globally solvable as one expression, so elimination can require cases or may not produce a simple Cartesian form."
P13.2-E07,P13.2,P13,7,Describe the most likely incorrect first step and explain why it fails.,A common error is reporting the full Cartesian curve while ignoring the restricted segment or repeated traversal.
P13.2-E08,P13.2,P13,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P13.2-E09,P13.2,P13,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P13.2-E10,P13.2,P13,10,Explain how this lesson's idea will be used later in the course.,The next lesson keeps the parameter to study motion and average velocity.
P13.3-E01,P13.3,P13,1,"Find average velocity for r(t)=<cos t,sin t> from 0 to pi.","<-2/pi,0>."
P13.3-E02,P13.3,P13,2,Compare path with time schedule.,"Use the method developed in the lesson: Evaluate endpoint positions, subtract componentwise, divide by elapsed time, and attach units. Verify all conditions and state the final result in the requested representation."
P13.3-E03,P13.3,P13,3,Find equal-position times.,"Use the method developed in the lesson: Evaluate endpoint positions, subtract componentwise, divide by elapsed time, and attach units. Verify all conditions and state the final result in the requested representation."
P13.3-E04,P13.3,P13,4,Interpret component changes and units.,"Use the method developed in the lesson: Evaluate endpoint positions, subtract componentwise, divide by elapsed time, and attach units. Verify all conditions and state the final result in the requested representation."
P13.3-E05,P13.3,P13,5,State the defining idea behind parametric motion and vector-valued position in one precise sentence.,"A vector-valued position function r(t)=<x(t),y(t)> records planar motion."
P13.3-E06,P13.3,P13,6,What condition or domain restriction must remain visible in the solution?,Average velocity does not describe the exact velocity at every time. A closed path can have zero displacement and average velocity while traveling a positive distance.
P13.3-E07,P13.3,P13,7,Describe the most likely incorrect first step and explain why it fails.,A common error is adding endpoint positions or confusing displacement with total distance traveled.
P13.3-E08,P13.3,P13,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P13.3-E09,P13.3,P13,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P13.3-E10,P13.3,P13,10,Explain how this lesson's idea will be used later in the course.,The next lesson studies repeated points and the distinction between path intersection and collision.
P13.4-E01,P13.4,P13,1,Can two particles' paths intersect without the particles colliding?,Yes; they may reach the common point at different times.
P13.4-E02,P13.4,P13,2,Find intersections of two parametric curves.,Use the method developed in the lesson: Preserve parameter labels when comparing curves and distinguish a common spatial point from a simultaneous event. Verify all conditions and state the final result in the requested representation.
P13.4-E03,P13.4,P13,3,Distinguish same point at different times from one simultaneous collision.,Use the method developed in the lesson: Preserve parameter labels when comparing curves and distinguish a common spatial point from a simultaneous event. Verify all conditions and state the final result in the requested representation.
P13.4-E04,P13.4,P13,4,Identify repeated tracing over a parameter interval.,Use the method developed in the lesson: Preserve parameter labels when comparing curves and distinguish a common spatial point from a simultaneous event. Verify all conditions and state the final result in the requested representation.
P13.4-E05,P13.4,P13,5,"State the defining idea behind intersections, repeated points, and multiple parameter values in one precise sentence.","A parametric curve can pass through the same point at different parameter values, creating a self-intersection or repeated trace."
P13.4-E06,P13.4,P13,6,What condition or domain restriction must remain visible in the solution?,Periodic parametrizations can retrace a curve indefinitely. A restricted interval may be needed to trace it once.
P13.4-E07,P13.4,P13,7,Describe the most likely incorrect first step and explain why it fails.,A common error is interpreting any graph intersection as a collision.
P13.4-E08,P13.4,P13,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P13.4-E09,P13.4,P13,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P13.4-E10,P13.4,P13,10,Explain how this lesson's idea will be used later in the course.,The next lesson introduces coordinates built directly from radius and direction.
P13.5-E01,P13.5,P13,1,"Give a positive-radius form equivalent to (-3,pi/4).","(3,5pi/4)."
P13.5-E02,P13.5,P13,2,Convert a point from Cartesian by geometry.,"Use the method developed in the lesson: Draw the direction ray, apply the sign of r, and generate equivalent forms systematically rather than by visual guess. Verify all conditions and state the final result in the requested representation."
P13.5-E03,P13.5,P13,3,"Explain why (r,theta+2pi k) is equivalent.","Use the method developed in the lesson: Draw the direction ray, apply the sign of r, and generate equivalent forms systematically rather than by visual guess. Verify all conditions and state the final result in the requested representation."
P13.5-E04,P13.5,P13,4,Interpret negative radius as reversing direction.,"Use the method developed in the lesson: Draw the direction ray, apply the sign of r, and generate equivalent forms systematically rather than by visual guess. Verify all conditions and state the final result in the requested representation."
P13.5-E05,P13.5,P13,5,State the defining idea behind polar coordinates and nonuniqueness in one precise sentence.,"A polar coordinate pair (r,theta) locates a point by signed distance from the pole and direction from the polar axis."
P13.5-E06,P13.5,P13,6,What condition or domain restriction must remain visible in the solution?,"The pole r=0 has every angle representation, so its angle is indeterminate."
P13.5-E07,P13.5,P13,7,Describe the most likely incorrect first step and explain why it fails.,A common error is plotting negative radius on the same ray instead of the opposite ray.
