figure_id,lesson_id,unit,figure_role,description,interactivity_default,alt_text_requirement,canonical_lesson_path,renderer_requirement,interaction_required,required_capabilities,static_fallback,accessibility_contract,print_contract,asset_budget,authoring_rule
A0.1-V1,A0.1,A0,Anchor,Draggable number line with direction arrows and opposite pairs.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/arithmetic-readiness/number-lines-and-signed-quantities/,bettergrades-interactive-2d,yes,bounded-drag; reset,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A7.2-V2,A7.2,A7,Mechanism,Algebra tiles.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/polynomial-operations/adding-and-subtracting-polynomials/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A7.2-V3,A7.2,A7,Representation,Subtraction-distribution warning.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/polynomial-operations/adding-and-subtracting-polynomials/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A7.3-V1,A7.3,A7,Anchor,Coefficient/base split.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/polynomial-operations/multiplying-monomials/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A7.3-V2,A7.3,A7,Mechanism,Repeated-factor consolidation.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/polynomial-operations/multiplying-monomials/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A7.3-V3,A7.3,A7,Representation,Geometric scale.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/polynomial-operations/multiplying-monomials/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A7.4-V1,A7.4,A7,Anchor,Area strip.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/polynomial-operations/monomial-times-polynomial/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A7.4-V2,A7.4,A7,Mechanism,Distribution arrows.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/polynomial-operations/monomial-times-polynomial/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A7.4-V3,A7.4,A7,Representation,Missed-term panel.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/polynomial-operations/monomial-times-polynomial/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A7.5-V1,A7.5,A7,Anchor,Product grid.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/polynomial-operations/polynomial-times-polynomial/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A7.5-V2,A7.5,A7,Mechanism,Area rectangle.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/polynomial-operations/polynomial-times-polynomial/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A7.5-V3,A7.5,A7,Representation,Distribution connection.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/polynomial-operations/polynomial-times-polynomial/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A7.6-V1,A7.6,A7,Anchor,Geometric square expansion.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/polynomial-operations/special-products/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A7.6-V2,A7.6,A7,Mechanism,Difference-of-squares rearrangement.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/polynomial-operations/special-products/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A7.6-V3,A7.6,A7,Representation,Pattern conditions.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/polynomial-operations/special-products/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A7.7-V1,A7.7,A7,Anchor,Termwise partition.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/polynomial-operations/division-by-a-monomial/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A7.7-V2,A7.7,A7,Mechanism,Multiply-back check.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/polynomial-operations/division-by-a-monomial/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A7.7-V3,A7.7,A7,Representation,Zero-divisor warning.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/polynomial-operations/division-by-a-monomial/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A7.8-V1,A7.8,A7,Anchor,Long-division analogy.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/polynomial-operations/polynomial-long-division/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A7.8-V2,A7.8,A7,Mechanism,Missing-power placeholders.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/polynomial-operations/polynomial-long-division/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A7.8-V3,A7.8,A7,Representation,Multiply-back check.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/polynomial-operations/polynomial-long-division/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A7.9-V1,A7.9,A7,Anchor,Valid/invalid law gallery.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/polynomial-operations/polynomial-structure-clinic/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A7.9-V2,A7.9,A7,Mechanism,Expression tree.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/polynomial-operations/polynomial-structure-clinic/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A7.9-V3,A7.9,A7,Representation,Structure decision flowchart.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/polynomial-operations/polynomial-structure-clinic/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A8.1-V1,A8.1,A8,Anchor,Rectangle-area factoring.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/factoring-quadratics/factoring-as-reverse-distribution-and-gcf/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A8.1-V2,A8.1,A8,Mechanism,Shared-factor inventory.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/factoring-quadratics/factoring-as-reverse-distribution-and-gcf/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A8.1-V3,A8.1,A8,Representation,Expand-to-check loop.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/factoring-quadratics/factoring-as-reverse-distribution-and-gcf/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A8.2-V1,A8.2,A8,Anchor,Two grouped rectangles.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/factoring-quadratics/factoring-by-grouping/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A8.2-V2,A8.2,A8,Mechanism,Matching-binomial highlight.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/factoring-quadratics/factoring-by-grouping/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A8.2-V3,A8.2,A8,Representation,Failure-of-grouping example.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/factoring-quadratics/factoring-by-grouping/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A8.3-V1,A8.3,A8,Anchor,Area rectangle.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/factoring-quadratics/factoring-x-2-bx-c/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A8.3-V2,A8.3,A8,Mechanism,Factor-pair table.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/factoring-quadratics/factoring-x-2-bx-c/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A8.3-V3,A8.3,A8,Representation,Root preview.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/factoring-quadratics/factoring-x-2-bx-c/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A8.4-V1,A8.4,A8,Anchor,ac decomposition map.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/factoring-quadratics/factoring-ax-2-bx-c/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A8.4-V2,A8.4,A8,Mechanism,Box model.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/factoring-quadratics/factoring-ax-2-bx-c/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A8.4-V3,A8.4,A8,Representation,Coefficient check.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/factoring-quadratics/factoring-ax-2-bx-c/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A8.5-V1,A8.5,A8,Anchor,Geometric difference of squares.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/factoring-quadratics/special-factoring-patterns/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A8.5-V2,A8.5,A8,Mechanism,Completed-square recognition.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/factoring-quadratics/special-factoring-patterns/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A8.5-V3,A8.5,A8,Representation,Pattern checklist.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/factoring-quadratics/special-factoring-patterns/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A8.6-V1,A8.6,A8,Anchor,Factoring decision tree.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/factoring-quadratics/general-factoring-strategy-and-irreducibility/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A8.6-V2,A8.6,A8,Mechanism,Multistage map.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/factoring-quadratics/general-factoring-strategy-and-irreducibility/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A8.6-V3,A8.6,A8,Representation,Irreducible-over label.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/factoring-quadratics/general-factoring-strategy-and-irreducibility/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A8.7-V1,A8.7,A8,Anchor,Product collapse.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/factoring-quadratics/zero-product-property/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A8.7-V2,A8.7,A8,Mechanism,Zero-factor logic tree.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/factoring-quadratics/zero-product-property/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A8.7-V3,A8.7,A8,Representation,Nonzero-right-side warning.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/factoring-quadratics/zero-product-property/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A8.8-V1,A8.8,A8,Anchor,Equation-to-zero pipeline.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/factoring-quadratics/solving-quadratics-by-factoring/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A8.8-V2,A8.8,A8,Mechanism,Factors linked to roots.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/factoring-quadratics/solving-quadratics-by-factoring/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
