unit,unit_title,lesson_id,sequence,lesson_title,canonical_path,page_type,outcome,opening,prerequisites,story_beat,checkpoint,exit_check,exercise_count,bridge_forward,release_phase,assessment_runtime,search_priority
A7,Polynomial Operations and Special Products,A7.8,8,Polynomial long division,/subjects/math/algebra/polynomial-operations/polynomial-long-division/,lesson,Use place-value alignment to write a polynomial as divisor times quotient plus remainder.,Divide an algebraic area or expression by a known factor.,Mastery of the preceding dependency strand through A7 and any locally linked repair skills.,"Within Act VII - Building expressions from powers, this page advances the course by establishing that use place-value alignment to write a polynomial as divisor times quotient plus remainder..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Use place-value alignment to write a polynomial as divisor times quotient plus remainder.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make polynomial structure clinic feel like the next necessary question.,3,course-unit deterministic checker + attempt-gated reveal,82
A7,Polynomial Operations and Special Products,A7.9,9,Polynomial structure clinic,/subjects/math/algebra/polynomial-operations/polynomial-structure-clinic/,lesson,Choose the correct operation and reject false distribution or exponent laws.,Sort and repair mixed polynomial work.,Mastery of the preceding dependency strand through A7 and any locally linked repair skills.,"Within Act VII - Building expressions from powers, this page advances the course by establishing that choose the correct operation and reject false distribution or exponent laws..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Choose the correct operation and reject false distribution or exponent laws.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make factoring as reverse distribution and gcf feel like the next necessary question.,3,course-unit deterministic checker + attempt-gated reveal,82
A8,Factoring and Quadratic Equations,A8.1,1,Factoring as reverse distribution and GCF,/subjects/math/algebra/factoring-quadratics/factoring-as-reverse-distribution-and-gcf/,lesson,Rewrite sums as products by extracting the greatest shared factor and verify by expansion.,Recover rectangle side lengths from an expanded area.,Mastery of the preceding dependency strand through A7 and any locally linked repair skills.,"Within Act VIII - Revealing hidden multiplication, this page advances the course by establishing that rewrite sums as products by extracting the greatest shared factor and verify by expansion..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Rewrite sums as products by extracting the greatest shared factor and verify by expansion.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make factoring by grouping feel like the next necessary question.,3,course-unit deterministic checker + attempt-gated reveal,82
A8,Factoring and Quadratic Equations,A8.2,2,Factoring by grouping,/subjects/math/algebra/factoring-quadratics/factoring-by-grouping/,lesson,Create a repeated binomial factor by grouping four terms strategically.,Rearrange a four-part area into matching strips.,Mastery of the preceding dependency strand through A8 and any locally linked repair skills.,"Within Act VIII - Revealing hidden multiplication, this page advances the course by establishing that create a repeated binomial factor by grouping four terms strategically..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Create a repeated binomial factor by grouping four terms strategically.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make factoring x^2+bx+c feel like the next necessary question.,3,course-unit deterministic checker + attempt-gated reveal,82
A8,Factoring and Quadratic Equations,A8.3,3,Factoring x^2+bx+c,/subjects/math/algebra/factoring-quadratics/factoring-x-2-bx-c/,lesson,Use factor pairs whose product and sum match the trinomial.,Find rectangle dimensions from area and perimeter information.,Mastery of the preceding dependency strand through A8 and any locally linked repair skills.,"Within Act VIII - Revealing hidden multiplication, this page advances the course by establishing that use factor pairs whose product and sum match the trinomial..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Use factor pairs whose product and sum match the trinomial.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make factoring ax^2+bx+c feel like the next necessary question.,3,course-unit deterministic checker + attempt-gated reveal,82
A8,Factoring and Quadratic Equations,A8.4,4,Factoring ax^2+bx+c,/subjects/math/algebra/factoring-quadratics/factoring-ax-2-bx-c/,lesson,Decompose the middle term using ac and group.,Factor a scaled quadratic area.,Mastery of the preceding dependency strand through A8 and any locally linked repair skills.,"Within Act VIII - Revealing hidden multiplication, this page advances the course by establishing that decompose the middle term using ac and group..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Decompose the middle term using ac and group.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make special factoring patterns feel like the next necessary question.,3,course-unit deterministic checker + attempt-gated reveal,82
A8,Factoring and Quadratic Equations,A8.5,5,Special factoring patterns,/subjects/math/algebra/factoring-quadratics/special-factoring-patterns/,lesson,Reverse difference of squares and perfect-square trinomials under their exact conditions.,Recognize a missing-square corner or conjugate product.,Mastery of the preceding dependency strand through A8 and any locally linked repair skills.,"Within Act VIII - Revealing hidden multiplication, this page advances the course by establishing that reverse difference of squares and perfect-square trinomials under their exact conditions..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Reverse difference of squares and perfect-square trinomials under their exact conditions.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make general factoring strategy and irreducibility feel like the next necessary question.,3,course-unit deterministic checker + attempt-gated reveal,82
A8,Factoring and Quadratic Equations,A8.6,6,General factoring strategy and irreducibility,/subjects/math/algebra/factoring-quadratics/general-factoring-strategy-and-irreducibility/,lesson,Choose factoring methods in order and state what coefficient system is allowed.,Factor a multistage polynomial until no permitted factors remain.,Mastery of the preceding dependency strand through A8 and any locally linked repair skills.,"Within Act VIII - Revealing hidden multiplication, this page advances the course by establishing that choose factoring methods in order and state what coefficient system is allowed..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Choose factoring methods in order and state what coefficient system is allowed.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make zero-product property feel like the next necessary question.,3,course-unit deterministic checker + attempt-gated reveal,82
A8,Factoring and Quadratic Equations,A8.7,7,Zero-product property,/subjects/math/algebra/factoring-quadratics/zero-product-property/,lesson,Explain why a zero product forces at least one factor to be zero.,Collapse a product by setting a factor to zero.,Mastery of the preceding dependency strand through A8 and any locally linked repair skills.,"Within Act VIII - Revealing hidden multiplication, this page advances the course by establishing that explain why a zero product forces at least one factor to be zero..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Explain why a zero product forces at least one factor to be zero.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make solving quadratics by factoring feel like the next necessary question.,3,course-unit deterministic checker + attempt-gated reveal,82
A8,Factoring and Quadratic Equations,A8.8,8,Solving quadratics by factoring,/subjects/math/algebra/factoring-quadratics/solving-quadratics-by-factoring/,lesson,"Move all terms to one side, factor, and solve each factor equation.",Find times or dimensions that make a quadratic quantity zero.,Mastery of the preceding dependency strand through A8 and any locally linked repair skills.,"Within Act VIII - Revealing hidden multiplication, this page advances the course by establishing that move all terms to one side, factor, and solve each factor equation..","One clean attempt-before-reveal item that tests the exact decision described by this outcome: Move all terms to one side, factor, and solve each factor equation.","['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make square-root method feel like the next necessary question.,3,course-unit deterministic checker + attempt-gated reveal,82
A8,Factoring and Quadratic Equations,A8.9,9,Square-root method,/subjects/math/algebra/factoring-quadratics/square-root-method/,lesson,Solve isolated-square equations using both roots and domain reasoning.,Recover all positions or dimensions matching a squared condition.,Mastery of the preceding dependency strand through A8 and any locally linked repair skills.,"Within Act VIII - Revealing hidden multiplication, this page advances the course by establishing that solve isolated-square equations using both roots and domain reasoning..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Solve isolated-square equations using both roots and domain reasoning.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make completing the square geometrically feel like the next necessary question.,3,course-unit deterministic checker + attempt-gated reveal,82
A8,Factoring and Quadratic Equations,A8.10,10,Completing the square geometrically,/subjects/math/algebra/factoring-quadratics/completing-the-square-geometrically/,lesson,Add the missing corner that turns x^2+bx into a perfect square.,Complete an incomplete square made of algebra tiles.,Mastery of the preceding dependency strand through A8 and any locally linked repair skills.,"Within Act VIII - Revealing hidden multiplication, this page advances the course by establishing that add the missing corner that turns x^2+bx into a perfect square..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Add the missing corner that turns x^2+bx into a perfect square.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make completing the square algebraically feel like the next necessary question.,3,course-unit deterministic checker + attempt-gated reveal,82
A8,Factoring and Quadratic Equations,A8.11,11,Completing the square algebraically,/subjects/math/algebra/factoring-quadratics/completing-the-square-algebraically/,lesson,Translate the geometric construction into a general equation-solving method.,Solve a quadratic that does not factor cleanly.,Mastery of the preceding dependency strand through A8 and any locally linked repair skills.,"Within Act VIII - Revealing hidden multiplication, this page advances the course by establishing that translate the geometric construction into a general equation-solving method..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Translate the geometric construction into a general equation-solving method.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make quadratic formula and discriminant feel like the next necessary question.,3,course-unit deterministic checker + attempt-gated reveal,82
A8,Factoring and Quadratic Equations,A8.12,12,Quadratic formula and discriminant,/subjects/math/algebra/factoring-quadratics/quadratic-formula-and-discriminant/,lesson,Derive the general formula and use the discriminant to predict real root behavior.,Solve a general quadratic and compare its graph intersections.,Mastery of the preceding dependency strand through A8 and any locally linked repair skills.,"Within Act VIII - Revealing hidden multiplication, this page advances the course by establishing that derive the general formula and use the discriminant to predict real root behavior..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Derive the general formula and use the discriminant to predict real root behavior.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make quadratic relations and three useful forms feel like the next necessary question.,3,course-unit deterministic checker + attempt-gated reveal,82
A9,Quadratic Functions and Models,A9.1,1,Quadratic relations and three useful forms,/subjects/math/algebra/quadratic-functions/quadratic-relations-and-three-useful-forms/,lesson,"Understand that standard, factored, and vertex forms expose different features of one function.",Compare three formulas for the same trajectory.,Mastery of the preceding dependency strand through A8 and any locally linked repair skills.,"Within Act IX - One nonlinear object, several useful forms, this page advances the course by establishing that understand that standard, factored, and vertex forms expose different features of one function..","One clean attempt-before-reveal item that tests the exact decision described by this outcome: Understand that standard, factored, and vertex forms expose different features of one function.","['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make graphing parabolas feel like the next necessary question.,3,course-unit deterministic checker + attempt-gated reveal,82
A9,Quadratic Functions and Models,A9.2,2,Graphing parabolas,/subjects/math/algebra/quadratic-functions/graphing-parabolas/,lesson,"Use opening, scale, symmetry, vertex, and intercepts to construct a graph.",Sketch a parabola from a few structural features.,Mastery of the preceding dependency strand through A9 and any locally linked repair skills.,"Within Act IX - One nonlinear object, several useful forms, this page advances the course by establishing that use opening, scale, symmetry, vertex, and intercepts to construct a graph..","One clean attempt-before-reveal item that tests the exact decision described by this outcome: Use opening, scale, symmetry, vertex, and intercepts to construct a graph.","['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make factored form and zeros feel like the next necessary question.,3,course-unit deterministic checker + attempt-gated reveal,82
A9,Quadratic Functions and Models,A9.3,3,Factored form and zeros,/subjects/math/algebra/quadratic-functions/factored-form-and-zeros/,lesson,"Connect factors, roots, sign changes, and horizontal intercepts.",Predict where a modeled quantity becomes zero.,Mastery of the preceding dependency strand through A9 and any locally linked repair skills.,"Within Act IX - One nonlinear object, several useful forms, this page advances the course by establishing that connect factors, roots, sign changes, and horizontal intercepts..","One clean attempt-before-reveal item that tests the exact decision described by this outcome: Connect factors, roots, sign changes, and horizontal intercepts.","['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make vertex form and transformations feel like the next necessary question.,3,course-unit deterministic checker + attempt-gated reveal,82
A9,Quadratic Functions and Models,A9.4,4,Vertex form and transformations,/subjects/math/algebra/quadratic-functions/vertex-form-and-transformations/,lesson,"Read shifts, scale, and extrema from a(x-h)^2+k.",Move and stretch a parent parabola.,Mastery of the preceding dependency strand through A9 and any locally linked repair skills.,"Within Act IX - One nonlinear object, several useful forms, this page advances the course by establishing that read shifts, scale, and extrema from a(x-h)^2+k..","One clean attempt-before-reveal item that tests the exact decision described by this outcome: Read shifts, scale, and extrema from a(x-h)^2+k.","['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make moving among forms feel like the next necessary question.,3,course-unit deterministic checker + attempt-gated reveal,82
A9,Quadratic Functions and Models,A9.5,5,Moving among forms,/subjects/math/algebra/quadratic-functions/moving-among-forms/,lesson,"Factor, expand, or complete the square according to the question being asked.","Reveal zeros, intercept, or optimum from the same function.",Mastery of the preceding dependency strand through A9 and any locally linked repair skills.,"Within Act IX - One nonlinear object, several useful forms, this page advances the course by establishing that factor, expand, or complete the square according to the question being asked..","One clean attempt-before-reveal item that tests the exact decision described by this outcome: Factor, expand, or complete the square according to the question being asked.","['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make quadratic models and extrema feel like the next necessary question.,3,course-unit deterministic checker + attempt-gated reveal,82
A9,Quadratic Functions and Models,A9.6,6,Quadratic models and extrema,/subjects/math/algebra/quadratic-functions/quadratic-models-and-extrema/,lesson,Interpret the vertex as a maximum or minimum in context.,"Model projectile height, area, or revenue.",Mastery of the preceding dependency strand through A9 and any locally linked repair skills.,"Within Act IX - One nonlinear object, several useful forms, this page advances the course by establishing that interpret the vertex as a maximum or minimum in context..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Interpret the vertex as a maximum or minimum in context.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make quadratic inequalities feel like the next necessary question.,3,course-unit deterministic checker + attempt-gated reveal,82
A9,Quadratic Functions and Models,A9.7,7,Quadratic inequalities,/subjects/math/algebra/quadratic-functions/quadratic-inequalities/,lesson,"Combine zeros, sign intervals, and graph position to find solution regions.",Determine when a quadratic quantity exceeds a threshold.,Mastery of the preceding dependency strand through A9 and any locally linked repair skills.,"Within Act IX - One nonlinear object, several useful forms, this page advances the course by establishing that combine zeros, sign intervals, and graph position to find solution regions..","One clean attempt-before-reveal item that tests the exact decision described by this outcome: Combine zeros, sign intervals, and graph position to find solution regions.","['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make quadratic regression and model limitations feel like the next necessary question.,3,course-unit deterministic checker + attempt-gated reveal,82
A9,Quadratic Functions and Models,A9.8,8,Quadratic regression and model limitations,/subjects/math/algebra/quadratic-functions/quadratic-regression-and-model-limitations/,lesson,Fit curved data and compare model quality without mistaking fit for causation.,Compare linear and quadratic fits to a trend.,Mastery of the preceding dependency strand through A9 and any locally linked repair skills.,"Within Act IX - One nonlinear object, several useful forms, this page advances the course by establishing that fit curved data and compare model quality without mistaking fit for causation..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Fit curved data and compare model quality without mistaking fit for causation.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make rational expressions and restrictions feel like the next necessary question.,3,course-unit deterministic checker + attempt-gated reveal,82
A10,"Rational Expressions, Equations, and Variation",A10.1,1,Rational expressions and restrictions,/subjects/math/algebra/rational-expressions/rational-expressions-and-restrictions/,lesson,Determine where a denominator is zero and state the valid input set.,Identify forbidden settings in a rate or formula.,Mastery of the preceding dependency strand through A9 and any locally linked repair skills.,"Within Act X - Tracking where division is allowed, this page advances the course by establishing that determine where a denominator is zero and state the valid input set..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Determine where a denominator is zero and state the valid input set.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make simplifying rational expressions feel like the next necessary question.,4,course-unit deterministic checker + attempt-gated reveal,82
A10,"Rational Expressions, Equations, and Variation",A10.2,2,Simplifying rational expressions,/subjects/math/algebra/rational-expressions/simplifying-rational-expressions/,lesson,Factor and cancel common factors without cancelling terms or erasing restrictions.,Simplify a formula with a shared factor.,Mastery of the preceding dependency strand through A10 and any locally linked repair skills.,"Within Act X - Tracking where division is allowed, this page advances the course by establishing that factor and cancel common factors without cancelling terms or erasing restrictions..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Factor and cancel common factors without cancelling terms or erasing restrictions.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make multiplication of rational expressions feel like the next necessary question.,4,course-unit deterministic checker + attempt-gated reveal,82
A10,"Rational Expressions, Equations, and Variation",A10.3,3,Multiplication of rational expressions,/subjects/math/algebra/rational-expressions/multiplication-of-rational-expressions/,lesson,Factor before multiplying and cancel across products.,Combine two rational scaling relationships.,Mastery of the preceding dependency strand through A10 and any locally linked repair skills.,"Within Act X - Tracking where division is allowed, this page advances the course by establishing that factor before multiplying and cancel across products..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Factor before multiplying and cancel across products.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make division of rational expressions feel like the next necessary question.,4,course-unit deterministic checker + attempt-gated reveal,82
A10,"Rational Expressions, Equations, and Variation",A10.4,4,Division of rational expressions,/subjects/math/algebra/rational-expressions/division-of-rational-expressions/,lesson,Multiply by the reciprocal while adding restrictions from the divisor.,Divide one rational rate by another.,Mastery of the preceding dependency strand through A10 and any locally linked repair skills.,"Within Act X - Tracking where division is allowed, this page advances the course by establishing that multiply by the reciprocal while adding restrictions from the divisor..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Multiply by the reciprocal while adding restrictions from the divisor.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make least common denominators feel like the next necessary question.,4,course-unit deterministic checker + attempt-gated reveal,82
A10,"Rational Expressions, Equations, and Variation",A10.5,5,Least common denominators,/subjects/math/algebra/rational-expressions/least-common-denominators/,lesson,Assemble an LCD using every factor at its greatest required power.,Build a common measurement unit for unlike algebraic fractions.,Mastery of the preceding dependency strand through A10 and any locally linked repair skills.,"Within Act X - Tracking where division is allowed, this page advances the course by establishing that assemble an LCD using every factor at its greatest required power..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Assemble an LCD using every factor at its greatest required power.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make addition and subtraction feel like the next necessary question.,4,course-unit deterministic checker + attempt-gated reveal,82
A10,"Rational Expressions, Equations, and Variation",A10.6,6,Addition and subtraction,/subjects/math/algebra/rational-expressions/addition-and-subtraction/,lesson,Create equivalent rational expressions with a common denominator before combining numerators.,Combine two fractional rates or parts.,Mastery of the preceding dependency strand through A10 and any locally linked repair skills.,"Within Act X - Tracking where division is allowed, this page advances the course by establishing that create equivalent rational expressions with a common denominator before combining numerators..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Create equivalent rational expressions with a common denominator before combining numerators.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make complex rational expressions feel like the next necessary question.,4,course-unit deterministic checker + attempt-gated reveal,82
A10,"Rational Expressions, Equations, and Variation",A10.7,7,Complex rational expressions,/subjects/math/algebra/rational-expressions/complex-rational-expressions/,lesson,Simplify a fraction containing fractions by multiplying numerator and denominator by a common LCD.,Resolve an expression with nested rates.,Mastery of the preceding dependency strand through A10 and any locally linked repair skills.,"Within Act X - Tracking where division is allowed, this page advances the course by establishing that simplify a fraction containing fractions by multiplying numerator and denominator by a common LCD..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Simplify a fraction containing fractions by multiplying numerator and denominator by a common LCD.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make rational equations feel like the next necessary question.,4,course-unit deterministic checker + attempt-gated reveal,82
A10,"Rational Expressions, Equations, and Variation",A10.8,8,Rational equations,/subjects/math/algebra/rational-expressions/rational-equations/,lesson,Clear denominators to produce candidates and verify every candidate in the original equation.,Solve a rate or proportion equation with variable denominators.,Mastery of the preceding dependency strand through A10 and any locally linked repair skills.,"Within Act X - Tracking where division is allowed, this page advances the course by establishing that clear denominators to produce candidates and verify every candidate in the original equation..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Clear denominators to produce candidates and verify every candidate in the original equation.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,"The closing paragraph should make direct, inverse, and joint variation feel like the next necessary question.",4,course-unit deterministic checker + attempt-gated reveal,82
A10,"Rational Expressions, Equations, and Variation",A10.9,9,"Direct, inverse, and joint variation",/subjects/math/algebra/rational-expressions/direct-inverse-and-joint-variation/,lesson,Translate proportional structures into formulas with a constant parameter.,Model how one quantity changes when another doubles or halves.,Mastery of the preceding dependency strand through A10 and any locally linked repair skills.,"Within Act X - Tracking where division is allowed, this page advances the course by establishing that translate proportional structures into formulas with a constant parameter..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Translate proportional structures into formulas with a constant parameter.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make rational inequalities and introductory graphs feel like the next necessary question.,4,course-unit deterministic checker + attempt-gated reveal,82
A10,"Rational Expressions, Equations, and Variation",A10.10,10,Rational inequalities and introductory graphs,/subjects/math/algebra/rational-expressions/rational-inequalities-and-introductory-graphs/,lesson,Use zeros and restrictions as critical values and distinguish holes from vertical asymptotes.,Find where a rational quantity is positive or safe.,Mastery of the preceding dependency strand through A10 and any locally linked repair skills.,"Within Act X - Tracking where division is allowed, this page advances the course by establishing that use zeros and restrictions as critical values and distinguish holes from vertical asymptotes..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Use zeros and restrictions as critical values and distinguish holes from vertical asymptotes.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make general nth roots and principal roots feel like the next necessary question.,4,course-unit deterministic checker + attempt-gated reveal,82
A11,"Radicals, Rational Exponents, and Complex Numbers",A11.1,1,General nth roots and principal roots,/subjects/math/algebra/radicals-complex-numbers/general-nth-roots-and-principal-roots/,lesson,Distinguish the principal root operation from finding every solution of a power equation.,Compare root notation with the solutions to x^2=9.,Mastery of the preceding dependency strand through A10 and any locally linked repair skills.,"Within Act XI - Reversing powers and enlarging the number system, this page advances the course by establishing that distinguish the principal root operation from finding every solution of a power equation..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Distinguish the principal root operation from finding every solution of a power equation.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make simplifying radicals feel like the next necessary question.,4,course-unit deterministic checker + attempt-gated reveal,82
A11,"Radicals, Rational Exponents, and Complex Numbers",A11.2,2,Simplifying radicals,/subjects/math/algebra/radicals-complex-numbers/simplifying-radicals/,lesson,Extract perfect-power factors and retain exact form.,Decompose an area or length under a radical.,Mastery of the preceding dependency strand through A11 and any locally linked repair skills.,"Within Act XI - Reversing powers and enlarging the number system, this page advances the course by establishing that extract perfect-power factors and retain exact form..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Extract perfect-power factors and retain exact form.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make products and quotients of radicals feel like the next necessary question.,4,course-unit deterministic checker + attempt-gated reveal,82
A11,"Radicals, Rational Exponents, and Complex Numbers",A11.3,3,Products and quotients of radicals,/subjects/math/algebra/radicals-complex-numbers/products-and-quotients-of-radicals/,lesson,Apply root product and quotient properties under valid real-number conditions.,Combine radical lengths or scale factors.,Mastery of the preceding dependency strand through A11 and any locally linked repair skills.,"Within Act XI - Reversing powers and enlarging the number system, this page advances the course by establishing that apply root product and quotient properties under valid real-number conditions..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Apply root product and quotient properties under valid real-number conditions.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make adding and subtracting radicals feel like the next necessary question.,4,course-unit deterministic checker + attempt-gated reveal,82
A11,"Radicals, Rational Exponents, and Complex Numbers",A11.4,4,Adding and subtracting radicals,/subjects/math/algebra/radicals-complex-numbers/adding-and-subtracting-radicals/,lesson,Simplify first and combine only like radical terms.,Combine exact geometric lengths.,Mastery of the preceding dependency strand through A11 and any locally linked repair skills.,"Within Act XI - Reversing powers and enlarging the number system, this page advances the course by establishing that simplify first and combine only like radical terms..",One clean attempt-before-reveal item that tests the exact decision described by this outcome: Simplify first and combine only like radical terms.,"['One direct item requiring the core procedure or interpretation.', 'One mixed item requiring method selection, explanation, or a check.']",18-24 items (12-18 for lighter repair pages; 25-35 for major solving/factoring pages).,The closing paragraph should make rationalizing monomial denominators feel like the next necessary question.,4,course-unit deterministic checker + attempt-gated reveal,82
